MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
-0.12970915147463713,0.21052631578947367,-0.13562435833382286,-0.4567886281843011,1.2091782283884738,1.027458844879672,-0.4089709762532975,0.38947368421052764
0.12087152585005502,1.0526315789473684,-0.47379565485785174,-0.08823829660381269,0.1568836712913554,-1.2677902856321028,-0.12928759894458972,0.09210526315789705
0.2766856637849964,-1.3157894736842106,0.25479444968881443,-0.6837868072722838,-0.2689434364994664,-0.11046206202970707,0.10554089709762497,-0.518421052631579
-0.726634110968853,0.3684210526315789,-0.7663583271963522,-0.16499104407424525,0.2678762006403415,1.3829005799622598,-0.4142480211081796,0.3684210526315807
0.003806977192127698,0.7368421052631579,0.6417395623869163,0.9049978866200435,-0.3127001067235859,-0.6076586583930325,0.6649076517150405,-0.3394736842105245
1.394486681244972,-0.47368421052631576,0.6502705858962897,-0.43208134338561077,1.6307363927427962,0.6429792105294865,0.8337730870712413,-0.8815789473684202
-0.46526699826646556,-0.05263157894736842,-0.553463512682739,0.271277842088019,0.2006403415154749,0.7930303827516196,-0.05804749340369365,0.14210526315789648
2.013800292321463,0.42105263157894735,0.5077024758522924,-1.0107541199491088,-0.17929562433297758,-0.4952487306477129,0.963060686015831,-1.057894736842105
-0.927180230911295,-1.263157894736842,-1.00392352339754,-0.3538833675547738,-0.37139807897545357,-0.2159292331822512,-0.03430079155672704,0.16052631578947366
1.3056118922716096,-1.263157894736842,0.9287927603232331,-0.19903034662041488,8.815368196371399,0.6783717733777807,-0.06332453825857386,0.18947368421052616
0.3040596426426769,1.2105263157894737,0.3149919692761087,1.0950689279570258,-0.5485592315901814,1.1765418845119726,0.9129287598944595,-1.036842105263158
-0.5961998209814294,-0.21052631578947367,-1.2393765296648633,0.23464184475000988,0.5795090715048026,0.1840614767076217,-0.07651715039577815,0.04210526315789761
