Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Sex_I,Sex_M
0.030303030303030335,0.15384615384615397,-0.30000000000000027,-0.18361581920903958,-0.1545741324921137,-0.2149532710280374,-0.12090680100755678,1.0,0.0
-0.4242424242424247,-0.5384615384615385,-0.8000000000000002,-0.4216101694915256,-0.26340694006309157,-0.4984423676012462,-0.473551637279597,1.0,0.0
-1.454545454545455,-1.5384615384615383,-1.4000000000000001,-0.9230225988700567,-0.8785488958990538,-0.8566978193146418,-0.9521410579345088,0.0,0.0
-1.6363636363636367,-1.7307692307692306,-1.5000000000000002,-0.9682203389830509,-0.8848580441640381,-0.9844236760124611,-1.0025188916876575,1.0,0.0
-0.3030303030303033,-0.34615384615384603,-0.10000000000000009,-0.24364406779661033,-0.23343848580441648,-0.17757009345794408,-0.09571788413098245,0.0,1.0
-0.24242424242424268,-0.34615384615384603,-0.40000000000000036,-0.2937853107344634,-0.2444794952681389,-0.1713395638629285,-0.2720403022670026,1.0,0.0
0.6666666666666666,0.576923076923077,0.7999999999999996,0.8665254237288135,0.5394321766561515,0.8909657320872273,1.0629722921914357,0.0,0.0
-0.363636363636364,-0.26923076923076905,-0.30000000000000027,-0.2980225988700566,-0.15772870662460584,-0.18691588785046745,-0.5743073047858943,1.0,0.0
-0.090909090909091,0.03846153846153849,0.3999999999999998,-0.10946327683615821,-0.05047318611987387,-0.27102803738317766,0.030226700251889053,1.0,0.0
-0.8181818181818187,-0.9615384615384615,-0.8000000000000002,-0.7344632768361583,-0.6671924290220822,-0.7102803738317758,-0.7380352644836272,1.0,0.0
0.2727272727272723,0.23076923076923098,0.3999999999999998,0.40677966101694923,0.5141955835962145,0.31464174454828653,0.2921914357682618,0.0,1.0
0.090909090909091,-0.03846153846153849,0.0,0.04943502824858746,0.24290220820189265,0.26791277258566965,-0.1712846347607053,1.0,0.0
0.06060606060606067,0.26923076923076944,0.09999999999999953,0.13912429378531063,0.14984227129337538,-0.08099688473520256,0.21410579345088165,1.0,0.0
-0.7878787878787883,-0.8846153846153845,-0.7000000000000003,-0.6250000000000001,-0.5362776025236594,-0.5482866043613708,-0.7178841309823678,1.0,0.0
-1.0000000000000004,-1.076923076923077,-1.0000000000000002,-0.8072033898305085,-0.746056782334385,-0.822429906542056,-0.788413098236776,1.0,0.0
0.0,-0.03846153846153849,-0.30000000000000027,0.24364406779661016,0.0504731861198737,0.01869158878504657,0.35768261964735504,0.0,1.0
0.333333333333333,0.3846153846153845,1.7999999999999998,0.501412429378531,0.583596214511041,0.3271028037383177,0.6347607052896723,0.0,1.0
1.0909090909090906,1.0769230769230766,1.3999999999999995,1.893361581920904,2.1861198738170353,1.9688473520249217,1.3551637279596978,0.0,0.0
-0.363636363636364,-0.6153846153846155,0.3999999999999998,0.09463276836158185,-0.08990536277602533,0.08722741433021797,0.42821158690176314,1.0,0.0
-0.15151515151515166,-0.34615384615384603,-0.10000000000000009,-0.31002824858757067,-0.27287066246056796,-0.09034267912772594,-0.2972292191435769,0.0,1.0
-0.666666666666667,-0.6923076923076921,-0.7000000000000003,-0.6334745762711865,-0.5709779179810727,-0.7538940809968848,-0.6070528967254408,1.0,0.0
0.48484848484848464,0.5384615384615385,0.6999999999999995,0.6384180790960452,0.7712933753943219,0.716510903426791,0.42569269521410574,0.0,1.0
0.3636363636363633,0.26923076923076944,0.6,0.4519774011299436,0.031545741324920995,0.8317757009345793,0.4080604534005037,0.0,0.0
0.5757575757575757,0.730769230769231,1.2,0.8545197740112994,0.7223974763406938,0.8286604361370715,1.1133501259445844,0.0,1.0
-0.272727272727273,-0.30769230769230754,-0.10000000000000009,-0.35451977401129947,-0.3548895899053629,-0.6199376947040499,-0.14105793450881624,0.0,1.0
0.06060606060606067,0.07692307692307698,0.0,-0.07415254237288135,0.012618296529968468,-0.04049844236760128,-0.10075566750629732,0.0,1.0
0.5454545454545453,0.5384615384615385,0.6999999999999995,0.5776836158192091,1.167192429022082,0.6323987538940811,0.4483627204030226,0.0,0.0
-0.6363636363636367,-0.8846153846153845,-0.5000000000000001,-0.6207627118644069,-0.6403785488958992,-0.5545171339563864,-0.5743073047858943,1.0,0.0
-0.757575757575758,-0.923076923076923,-0.8000000000000002,-0.6504237288135594,-0.5441640378548898,-0.5825545171339565,-0.7455919395465995,1.0,0.0
0.18181818181818132,0.26923076923076944,0.4999999999999999,0.21963276836158188,0.45583596214511035,0.146417445482866,0.01007556675062959,0.0,0.0
0.606060606060606,0.4615384615384615,0.19999999999999962,0.4929378531073446,0.8091482649842273,0.37694704049844235,0.29722921914357664,0.0,0.0
0.30303030303030265,0.26923076923076944,0.2999999999999997,0.34392655367231645,0.3769716088328076,0.4299065420560746,0.37531486146095705,0.0,0.0
-0.15151515151515166,-0.19230769230769204,-0.40000000000000036,-0.21257062146892666,-0.2397476340694007,0.19003115264797507,-0.34760705289672544,0.0,0.0
0.39393939393939365,0.3846153846153845,0.6999999999999995,0.3135593220338983,0.22712933753943207,0.5607476635514018,0.44332493702770776,0.0,1.0
0.090909090909091,0.07692307692307698,-0.10000000000000009,-0.11581920903954813,-0.025236593059936935,-0.4236760124610593,0.08564231738035258,1.0,0.0
-0.15151515151515166,-0.19230769230769204,-0.7000000000000003,0.09887005649717508,0.36119873817034703,-0.05919003115264802,-0.1788413098236776,0.0,1.0
0.06060606060606067,0.23076923076923098,0.3999999999999998,0.3608757062146894,0.17507886435331232,0.35514018691588783,0.29722921914357664,0.0,1.0
-1.666666666666667,-1.769230769230769,-1.5000000000000002,-0.9823446327683616,-0.9132492113564671,-0.9252336448598132,-1.035264483627204,1.0,0.0
-1.6060606060606064,-1.6538461538461537,-1.5000000000000002,-1.0049435028248588,-0.9526813880126186,-0.9408099688473521,-1.0277078085642317,0.0,1.0
0.787878787878788,0.653846153846154,1.0999999999999999,0.8192090395480224,0.8438485804416406,0.9127725856697818,0.818639798488665,0.0,0.0
-2.151515151515152,-2.269230769230769,-2.2,-1.0911016949152543,-1.0141955835962146,-0.97196261682243,-1.128463476070529,1.0,0.0
