Frequency,Angle_of_attack,Chord_length,Free_stream_velocity,Suction_side_displacement
-0.1875,0.37974683544303794,-0.2857142857142857,0.4984227129337539,0.02699099873808114
0.125,0.16455696202531642,0.0,0.4984227129337539,-0.013948239747008836
-0.375,0.8734177215189873,0.0,0.0,2.5466858045711995
-0.375,1.5189873417721516,-0.4285714285714285,0.4984227129337539,0.8908228366562267
-0.375,0.5189873417721518,-0.4285714285714285,-0.7507886435331231,-0.027463319238309275
1.0625,-0.17721518987341775,0.7142857142857142,-0.501577287066246,-0.017534199280890023
-0.375,1.291139240506329,0.0,-0.501577287066246,3.827417605646747
-0.303125,-0.07594936708860765,-0.4285714285714285,-0.501577287066246,-0.32366621405948676
-0.1875,-0.07594936708860765,-0.4285714285714285,-0.7507886435331231,-0.32180298560900966
1.0625,0.0,0.28571428571428575,0.4984227129337539,-0.07555689464056088
-0.4015625,0.5189873417721518,-0.4285714285714285,-0.501577287066246,-0.03669874343566411
0.484375,-0.6835443037974683,0.28571428571428575,-0.7507886435331231,-0.2288364852002247
-0.303125,0.24050632911392397,0.7142857142857142,-0.501577287066246,0.5906555664689208
0.484375,1.291139240506329,0.0,0.4984227129337539,3.098333771555117
-0.303125,0.0,0.28571428571428575,0.4984227129337539,-0.07555689464056088
0.484375,-0.07594936708860765,-0.4285714285714285,-0.7507886435331231,-0.32180298560900966
0.484375,1.5189873417721516,-0.4285714285714285,0.0,0.9281129797030057
-0.375,0.9240506329113922,-0.4285714285714285,-0.501577287066246,0.6447766227725614
1.0625,-0.43037974683544306,0.7142857142857142,0.4984227129337539,-0.16200353401227072
-0.4375,0.5189873417721518,-0.4285714285714285,-0.7507886435331231,-0.027463319238309275
1.46875,-0.6835443037974683,0.0,0.4984227129337539,-0.299431217428067
0.0,0.0,0.28571428571428575,0.0,-0.04991172961209779
0.28125,0.5696202531645569,0.28571428571428575,-0.501577287066246,1.4685403378490158
-0.303125,0.7341772151898732,-0.2857142857142857,0.4984227129337539,0.7284277001987581
-0.303125,1.291139240506329,0.0,-0.501577287066246,3.827417605646747
-0.34375,-0.17721518987341775,0.7142857142857142,-0.501577287066246,-0.017534199280890023
-0.109375,-0.4936708860759494,1.1428571428571428,-0.501577287066246,-0.08282311797063623
1.46875,0.8734177215189873,0.0,0.4984227129337539,2.3034047834638276
0.125,-0.43037974683544306,0.7142857142857142,0.0,-0.14562496153904556
-0.34375,-0.43037974683544306,0.7142857142857142,-0.7507886435331231,-0.09859590543680055
0.75,1.291139240506329,0.0,0.4984227129337539,3.098333771555117
-0.1875,-0.6835443037974683,0.0,-0.501577287066246,-0.2792437117837971
-0.34375,0.9240506329113922,-0.4285714285714285,-0.501577287066246,0.6447766227725614
0.75,-0.34177215189873417,0.28571428571428575,-0.501577287066246,-0.16058657251158623
-0.303125,0.24050632911392397,0.7142857142857142,0.0,0.4965511013219379
