instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
0.839421088904204,1.5,0.0,1.0,0.0,-0.25,0.0,1.0,-0.5436388841365042,-0.6846161602517393,0.13438106179024065,1.628698354725993,-0.5018656716417911,0.023902439024390244
-0.35148173673328736,0.5,-1.0,0.6,0.0,0.25,0.0,2.0,0.38559712959513404,0.19866330050245137,1.4368914668826152,0.13068878760438182,-0.7182835820895522,-0.9897560975609756
-0.11440385940730531,1.5,-1.0,1.2,0.0,0.75,-1.0,0.0,-0.6848758508323247,-0.7326391729433452,-0.10102826795231537,-0.8422247696641475,-0.030472636815920398,-0.3951219512195122
-0.3239145416953825,0.5,-1.0,0.6,0.0,-0.75,-1.0,0.0,-0.01865475354843264,-0.04799257262334405,0.2854338123128492,-0.012441773253699209,0.7742537313432836,-0.38878048780487806
0.456237077877326,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5889398593258579,0.5237289844622478,-1.291808696962278,0.923621057701232,0.43097014925373134,1.2390243902439024
-0.6657477601654032,-0.5,-1.0,-0.2,0.0,-0.25,0.0,1.0,0.15456407484926069,0.13461739687951269,0.958313715889188,0.979599003654771,-0.06529850746268656,-0.13317073170731708
-0.4479669193659545,0.5,-1.0,0.4,0.0,0.25,0.0,1.0,0.628913189120219,0.6150339692136761,0.5796954744910446,0.17485708265501423,0.08519900497512438,0.02878048780487805
-1.0241212956581667,-1.5,-1.0,-1.0,0.0,0.5,0.0,1.0,-1.0131208457717014,-1.11985586627678,-0.6388020490028062,-0.11034046812171876,-0.724502487562189,-1.1492682926829267
-0.15024121295658166,1.5,-1.0,1.0,0.0,-0.75,-1.0,1.0,-0.15989491811063664,-0.17538045329066634,0.2363886325542855,0.062479775847407784,0.07027363184079602,-0.48048780487804876
0.05651274982770503,-1.5,0.0,-0.8,0.0,0.5,0.0,0.0,-0.6395748756429712,-0.7374258736775215,-0.5071093617582253,-0.01231133530829767,-0.5230099502487562,0.06
0.450723638869745,0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.64756634373546,0.5741453475209418,-0.6130435601423755,1.2106648070898045,0.5080845771144279,0.937560975609756
-0.23845623707787733,1.5,-1.0,0.8,0.0,0.0,0.0,2.0,0.0908369935578981,0.04070598128316297,1.2280928077741575,0.6383031026672054,-0.5926616915422885,-0.7551219512195122
-0.6409372846312887,-0.5,-1.0,-0.2,0.0,0.25,0.0,0.0,0.6235823458588431,0.5766033830330867,0.20304054690295467,0.19986103341970662,0.034203980099502485,0.09804878048780488
0.2880771881461061,-0.5,0.0,-0.4,0.0,0.5,0.0,0.0,-0.17854807272587728,-0.19220239601387293,-1.099559313734722,1.6847565701843947,0.35261194029850745,0.7321951219512195
-0.6767746381805652,-0.5,-1.0,-0.2,0.0,0.5,0.0,1.0,-0.0026654216306881413,-0.03367432551467484,1.0779769863839241,2.0067376215664097e-05,-0.04788557213930348,-0.14878048780487804
-0.18332184700206755,1.5,-1.0,1.0,0.0,-0.25,0.0,0.0,-0.3357775692058259,-0.3458904956594364,0.4109870242377442,-1.1105837850583336,-0.44092039800995025,0.054146341463414634
