instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
-0.9563173584040358,-2.0,-1.0,-1.0,-0.08333333333333333,0.0,0.75,-1.0,0.0,-0.9375,-0.9996526571726294,-0.2580645161290321,0.4001340482573725,0.022222222222222223,-0.33066666666666666
-0.1881449208897042,1.0,-1.0,0.5,0.5,0.0,-0.25,0.0,0.0,0.06250000000000006,0.05279610976033342,-0.6774193548387096,-0.40013404825737275,1.0666666666666667,1.7973333333333332
-0.07165787663379959,1.0,-1.0,0.8333333333333334,-0.75,0.0,0.0,0.0,2.0,-0.12499999999999993,-0.10524487669329627,1.193548387096774,0.4001340482573725,-0.37777777777777777,-0.6026666666666667
-0.7501719789039211,-1.0,-1.0,-0.5,0.5,0.0,-0.75,-1.0,1.0,-0.12499999999999993,-0.10524487669329627,-1.0322580645161288,-1.1005361930294908,1.2,-0.08
-0.021898647099289154,-2.0,-1.0,0.8333333333333334,-0.5,0.0,-0.75,-1.0,0.0,-0.9375,-0.8944077804793331,0.3870967741935483,-0.40013404825737275,-0.37777777777777777,-0.6133333333333333
0.4484063288236643,-1.0,0.0,-0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6874999999999999,0.5790204932268147,-1.064516129032258,2.200402144772118,1.2222222222222223,1.088
-0.9489795918367347,-2.0,-1.0,-1.0,0.25,0.0,-0.25,0.0,1.0,-0.8750000000000001,-0.8944077804793331,0.7741935483870966,0.0,-0.3111111111111111,-0.448
0.7854849805090576,1.0,0.0,0.5,-0.6666666666666666,0.0,-0.75,-1.0,0.0,-0.25000000000000006,-0.21048975338659254,0.45161290322580644,0.8002680965147454,-0.3333333333333333,-0.5653333333333334
0.21440036688832836,-2.0,0.0,-0.6666666666666666,0.08333333333333333,0.0,-0.25,0.0,0.0,0.31249999999999994,0.31608197290725937,0.4838709677419355,0.19973190348525466,1.3333333333333333,0.48533333333333334
-0.908851180921807,-2.0,-1.0,-0.8333333333333334,0.25,0.0,0.25,0.0,0.0,-0.8750000000000001,-0.9996526571726294,-0.8387096774193548,1.1005361930294908,-0.28888888888888886,-0.32
-0.9246732400825499,-2.0,-1.0,-1.0,0.4166666666666667,0.0,0.5,0.0,0.0,-0.8125,-0.8419590135463703,0.3870967741935483,-0.20040214477211804,-0.3333333333333333,0.16533333333333333
0.6506535198349003,0.0,0.0,0.16666666666666666,-0.6666666666666666,0.0,-0.75,-1.0,1.0,0.43750000000000006,0.31608197290725937,0.8387096774193548,0.19973190348525466,-0.26666666666666666,-0.56
-0.2845677596881449,0.0,-1.0,0.3333333333333333,0.3333333333333333,0.0,-0.25,0.0,1.0,0.31249999999999994,0.2632858631469259,0.6451612903225804,0.0,0.13333333333333333,0.6666666666666666
0.10204081632653061,-2.0,0.0,-0.8333333333333334,0.08333333333333333,0.0,0.0,0.0,1.0,-0.6874999999999999,-0.6839180270927406,-0.0645161290322581,-0.40013404825737275,-0.044444444444444446,-0.02666666666666667
