fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.5,-0.7499999999999998,0.3636363636363635,0.36144578313253,-1.0714285714285707,0.4782608695652174,-0.3898305084745763,-0.24215246636770518,-0.21052631578947392,-0.4285714285714283,1.0526315789473681
-0.5,-0.08333333333333338,1.090909090909091,0.7710843373493974,-0.14285714285714243,0.6521739130434783,1.0338983050847457,0.6726457399103115,0.0,0.35714285714285726,-0.4736842105263159
-1.2000000000000002,0.4999999999999999,0.090909090909091,0.26506024096385544,-0.42857142857142827,-0.34782608695652173,-0.6610169491525424,-0.25112107623318497,0.3684210526315782,0.1428571428571429,0.3684210526315785
0.10000000000000053,-0.5833333333333333,0.2727272727272725,-0.4216867469879518,-0.4999999999999998,0.0,-0.559322033898305,-0.14573991031390954,0.15789473684210428,0.5000000000000002,0.21052631578947384
0.9000000000000004,0.3333333333333331,-0.5454545454545455,1.6566265060240963,0.7142857142857142,0.13043478260869565,0.6779661016949152,1.3363228699551433,0.10526315789473696,0.21428571428571436,0.0
-0.2999999999999998,1.6666666666666665,-0.7272727272727275,0.7590361445783131,0.5714285714285712,1.0,0.6271186440677966,0.4663677130044757,-0.5263157894736848,0.6428571428571431,-0.3157894736842103
0.40000000000000036,-0.3333333333333333,-0.3636363636363635,0.24096385542168672,1.214285714285714,0.34782608695652173,-0.03389830508474576,-0.06726457399102369,-0.5263157894736848,0.8571428571428567,0.4736842105263159
-0.8999999999999995,1.4999999999999996,0.3636363636363635,-0.3253012048192771,-0.928571428571428,-0.9130434782608695,-1.0338983050847457,-0.4013452914798344,0.21052631578947392,0.07142857142857145,0.21052631578947384
0.6000000000000005,-0.5833333333333333,-0.181818181818182,0.9156626506024096,0.7142857142857142,0.6739130434782609,1.6101694915254237,1.0762331838565036,-0.21052631578947392,0.1428571428571429,-0.6842105263157897
0.20000000000000018,-0.24999999999999994,-0.5454545454545455,0.24096385542168672,-0.14285714285714243,-0.5217391304347826,-0.7457627118644068,0.2892376681614367,0.21052631578947392,0.5714285714285716,-0.4736842105263159
0.0,-0.6666666666666666,0.5454545454545455,-0.4578313253012048,-0.3571428571428568,0.08695652173913043,-0.3898305084745763,-0.44843049327354106,0.7368421052631564,0.8571428571428567,0.42105263157894673
0.40000000000000036,-0.7499999999999998,0.4545454545454545,0.20481927710843373,1.1428571428571423,0.6086956521739131,-0.1016949152542373,-0.13004484304933236,-0.5263157894736848,-0.07142857142857106,0.3157894736842103
0.2999999999999998,1.4166666666666663,2.6363636363636367,0.7951807228915663,0.14285714285714293,0.9130434782608695,0.3559322033898305,0.8071748878923589,-0.36842105263158054,-0.14285714285714252,-0.8947368421052635
-0.2999999999999998,-0.24999999999999994,-1.090909090909091,0.2771084337349397,0.5000000000000002,0.4782608695652174,0.7627118644067796,0.27802690582959944,0.0,0.07142857142857145,-0.456140350877195
1.1000000000000005,3.166666666666666,1.272727272727273,0.6506024096385541,14.357142857142852,0.0,1.576271186440678,1.008968609865455,-1.6315789473684217,1.9285714285714277,-0.6842105263157897
0.0,-0.5833333333333333,3.5454545454545454,1.4819277108433735,-0.07142857142857097,-0.5217391304347826,-0.3389830508474576,0.905829596412537,-1.7368421052631589,0.21428571428571436,-0.4736842105263159
-1.0999999999999996,0.4999999999999999,0.5454545454545455,-0.05421686746987953,-0.7142857142857136,-0.43478260869565216,-0.6779661016949152,-0.6278026905829625,1.2631578947368411,-0.3571428571428569,0.736842105263158
-0.39999999999999947,-0.16666666666666677,1.5454545454545454,0.07228915662650598,0.7142857142857142,-0.34782608695652173,-0.23728813559322035,0.08968609865469825,-0.8947368421052654,3.642857142857141,0.052631578947368224
0.7000000000000002,0.16666666666666677,0.6363636363636365,0.6024096385542167,0.14285714285714293,1.1304347826086956,1.271186440677966,0.7623318385650099,-0.10526315789473696,1.1428571428571426,-0.4210526315789477
-1.0999999999999996,-1.333333333333333,-0.4545454545454545,-0.46987951807228917,0.28571428571428586,-0.5217391304347826,-0.576271186440678,-0.22421524663677053,0.47368421052631515,-0.07142857142857106,-0.4736842105263159
0.2999999999999998,1.6666666666666665,-0.8181818181818182,1.0240963855421685,0.14285714285714293,0.4782608695652174,0.9830508474576272,0.9641255605381057,-0.36842105263158054,0.4285714285714287,-0.5263157894736841
1.0,-0.3333333333333333,0.5454545454545455,0.6144578313253012,1.1428571428571423,-0.21739130434782608,-0.5932203389830508,0.650224215246637,-0.3157894736842109,0.0,-0.21052631578947384
-0.5,-0.3333333333333333,0.181818181818182,-0.48192771084337344,-0.4999999999999998,-0.043478260869565216,-0.6440677966101694,-0.9394618834080737,-0.6315789473684218,1.9285714285714277,0.6315789473684206
0.40000000000000036,0.3333333333333331,-0.181818181818182,0.3493975903614457,0.5000000000000002,0.30434782608695654,0.9152542372881356,0.6098654708520028,-0.15789473684210661,0.1428571428571429,-0.6842105263157897
0.5,0.0,1.5454545454545454,-0.024096385542168693,-1.0714285714285707,-0.043478260869565216,-0.4576271186440678,-0.04484304932734912,0.3157894736842109,0.5000000000000002,0.21052631578947384
-0.2999999999999998,-0.4999999999999999,0.2727272727272725,-0.15662650602409642,-0.21428571428571389,-0.2608695652173913,0.1016949152542373,-0.6233183856502226,-1.0526315789473697,0.4285714285714287,0.736842105263158
-0.09999999999999964,0.16666666666666677,-1.6363636363636365,-0.4578313253012048,0.0,1.3478260869565217,0.423728813559322,-0.4035874439461919,-0.05263157894736965,-0.5714285714285708,-0.21052631578947384
0.2999999999999998,-0.8333333333333333,0.3636363636363635,-0.48192771084337344,0.0,-0.5217391304347826,-0.7457627118644068,-0.2914798206277942,-0.10526315789473696,-0.3571428571428569,0.3157894736842103
1.1000000000000005,-0.08333333333333338,-0.272727272727273,0.012048192771084293,-0.8571428571428565,0.0,-0.288135593220339,-0.44843049327354106,-0.6315789473684218,-1.0714285714285707,0.736842105263158
0.10000000000000053,-0.41666666666666674,-0.7272727272727275,-0.40963855421686746,-1.5714285714285705,-0.6956521739130435,-0.9152542372881356,-0.8699551569506676,-0.15789473684210661,-0.07142857142857106,1.0
-0.5999999999999996,0.833333333333333,-0.9090909090909093,0.0060240963855421464,-0.3571428571428568,0.4782608695652174,0.1864406779661017,-0.43946188340806125,0.21052631578947392,-0.4999999999999994,0.42105263157894673
0.20000000000000018,1.8333333333333328,-1.8181818181818186,-0.08433734939759037,0.5000000000000002,-0.43478260869565216,-0.8135593220338984,0.040358744394609236,-1.6842105263157914,-0.8571428571428567,-0.736842105263158
0.10000000000000053,-0.08333333333333338,-0.272727272727273,-0.3373493975903614,-0.3571428571428568,-0.21739130434782608,-0.9830508474576272,-0.6547085201793769,-0.8947368421052654,-0.7857142857142853,0.6842105263157888
0.7000000000000002,1.2499999999999996,-0.8181818181818182,1.1566265060240966,0.7857142857142856,-0.21739130434782608,0.6779661016949152,1.1614349775784618,0.0,0.1428571428571429,-0.3684210526315794
0.2999999999999998,-0.9166666666666666,0.181818181818182,0.012048192771084293,-0.6428571428571422,0.0,-0.5084745762711864,0.3363228699551433,1.0,0.35714285714285726,-0.5789473684210523
