fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type_white
-0.307692307692308,-0.29411764705882343,0.28571428571428553,0.7343750000000001,-0.6153846153846153,0.2916666666666667,0.21794871794871795,-0.23655913978494186,-0.09523809523809534,-0.8235294117647061,0.11111111111111067,0.0
1.0000000000000007,-0.05882352941176443,1.214285714285714,-0.140625,1.769230769230769,-0.9583333333333334,-1.358974358974359,-0.17634408602151297,0.23809523809523728,0.6470588235294118,1.166666666666666,-1.0
0.5384615384615387,2.4999999999999996,-2.142857142857143,-0.140625,0.6538461538461539,0.08333333333333333,-0.9615384615384616,-0.25591397849462655,0.9523809523809534,0.3529411764705879,0.833333333333333,-1.0
-1.3846153846153846,0.4705882352941177,0.14285714285714296,-0.28125000000000006,-0.7307692307692307,-0.6666666666666666,-0.47435897435897434,-1.0107526881720417,0.7619047619047628,-0.7647058823529412,0.7777777777777767,0.0
-0.307692307692308,-0.17647058823529393,1.785714285714286,1.9375000000000002,0.2307692307692307,0.125,0.2948717948717949,0.6881720430107422,-0.4761904761904767,-0.11764705882352952,-0.5555555555555554,0.0
-0.07692307692307666,0.411764705882353,-0.4285714285714285,-0.09375000000000003,1.9615384615384615,-1.0,-1.3076923076923077,0.3225806451612757,0.9523809523809534,0.5294117647058822,-0.11111111111111166,-1.0
1.692307692307692,-0.05882352941176443,1.0714285714285714,0.03125000000000003,0.42307692307692313,0.4166666666666667,0.19230769230769232,0.23655913978494186,-0.33333333333333265,0.4117647058823527,-0.44444444444444464,0.0
1.9230769230769234,2.6176470588235294,-1.4999999999999998,-0.140625,1.2307692307692306,-0.9583333333333334,-1.1153846153846154,0.7956989247311833,0.09523809523809534,0.2941176470588238,-0.11111111111111166,-1.0
0.153846153846154,2.38235294117647,-1.2857142857142856,-0.15625,1.1153846153846152,-0.7083333333333334,-1.2564102564102564,0.12043010752688167,0.3809523809523814,0.1764705882352943,-0.11111111111111166,-1.0
-0.307692307692308,-0.5294117647058821,-1.214285714285714,0.21875000000000008,5.269230769230769,0.25,0.6410256410256411,-0.2021505376344179,-1.3333333333333326,-0.35294117647058826,-0.5,0.0
0.46153846153846134,-0.35294117647058804,-0.35714285714285704,1.9218750000000002,0.7692307692307693,0.125,0.6153846153846154,0.7956989247311833,-0.8571428571428581,-0.41176470588235303,-0.6111111111111116,0.0
0.6153846153846153,-0.23529411764705868,0.21428571428571447,1.671875,-0.11538461538461547,1.5416666666666667,0.8461538461538461,1.0451612903225658,0.04761904761904873,1.411764705882353,-0.7777777777777777,0.0
-0.46153846153846134,0.823529411764706,-0.28571428571428553,-0.296875,0.26923076923076916,-1.0,-0.10256410256410256,-0.21505376344085841,0.14285714285714407,0.05882352941176476,-0.666666666666667,0.0
0.07692307692307666,1.0588235294117645,-0.14285714285714296,1.8437500000000002,-0.8846153846153845,-0.2916666666666667,0.3076923076923077,0.060215053763428894,-0.428571428571428,-0.1764705882352943,0.9444444444444436,0.0
0.0,0.11764705882352951,0.0,0.953125,-0.42307692307692313,0.6666666666666666,0.28205128205128205,-0.589247311827944,-1.0952380952380953,-1.1764705882352944,0.9444444444444436,0.0
2.615384615384616,1.676470588235294,2.142857142857143,-0.06249999999999999,1.1153846153846152,-0.75,-1.205128205128205,1.0967741935483755,-0.23809523809523728,1.0588235294117645,-0.7222222222222223,-1.0
-0.846153846153846,-0.7058823529411762,-0.21428571428571405,-0.359375,-0.7692307692307692,-1.0,-1.1538461538461537,-1.0860215053763338,-0.3809523809523814,-1.1176470588235294,0.16666666666666602,0.0
-0.307692307692308,-0.29411764705882343,-0.5,0.875,-0.4999999999999999,-0.16666666666666666,0.21794871794871795,0.19784946236559642,0.5714285714285721,0.4705882352941175,0.0,0.0
